"1.00 CAD (CAD = Canadian Dollar)",
"USD = U.S. dollar (noon)",
"Date","USD","Conversion rate","Reciprocal rate",
2010-03-19,0.98,0.9847,1.0155,
2010-03-18,0.99,0.9863,1.0139,
2010-03-17,0.99,0.9888,1.0113,
2010-03-16,0.99,0.9854,1.0148,
2010-03-15,0.98,0.9788,1.0217,
2010-03-12,0.98,0.9816,1.0187,
2010-03-11,0.97,0.9742,1.0265,
2010-03-10,0.98,0.9763,1.0243,
2010-03-09,0.98,0.9755,1.0251,
2010-03-08,0.97,0.9722,1.0286,
2010-03-05,0.97,0.9722,1.0286,
2010-03-04,0.97,0.9700,1.0309,
2010-03-03,0.97,0.9721,1.0287,
2010-03-02,0.97,0.9684,1.0326,
2010-03-01,0.96,0.9596,1.0421,
2010-02-26,0.95,0.9500,1.0526,
2010-02-25,0.94,0.9368,1.0675,
2010-02-24,0.95,0.9479,1.0550,
2010-02-23,0.95,0.9508,1.0517,
2010-02-22,0.96,0.9590,1.0428,
2010-02-19,0.96,0.9597,1.0420,
2010-02-18,0.96,0.9568,1.0452,
2010-02-17,0.96,0.9565,1.0455,
2010-02-16,0.96,0.9591,1.0426,
2010-02-15,0.95,0.9542,1.0480,
2010-02-12,0.95,0.9496,1.0531,
2010-02-11,0.95,0.9503,1.0523,
2010-02-10,0.94,0.9371,1.0671,
2010-02-09,0.94,0.9355,1.0690,
2010-02-08,0.94,0.9353,1.0692,
2010-02-05,0.93,0.9324,1.0725,
2010-02-04,0.93,0.9316,1.0734,
2010-02-03,0.94,0.9426,1.0609,
2010-02-02,0.94,0.9428,1.0607,
2010-02-01,0.94,0.9387,1.0653,
2010-01-29,0.94,0.9390,1.0650,
2010-01-28,0.94,0.9396,1.0643,
2010-01-27,0.94,0.9384,1.0657,
2010-01-26,0.94,0.9429,1.0606,
2010-01-25,0.95,0.9450,1.0582,
2010-01-22,0.95,0.9466,1.0564,
2010-01-21,0.95,0.9536,1.0487,
2010-01-20,0.95,0.9544,1.0478,
2010-01-19,0.97,0.9682,1.0328,
2010-01-18,0.98,0.9755,1.0251,
2010-01-15,0.97,0.9721,1.0287,
2010-01-14,0.97,0.9746,1.0261,
2010-01-13,0.97,0.9688,1.0322,
2010-01-12,0.96,0.9639,1.0375,
2010-01-11,0.97,0.9693,1.0317,
2010-01-08,0.97,0.9667,1.0344,
2010-01-07,0.97,0.9661,1.0351,
2010-01-06,0.97,0.9677,1.0334,
2010-01-05,0.96,0.9641,1.0372,
2010-01-04,0.96,0.9636,1.0378,
2010-01-01,Bank holiday,Bank holiday,Bank holiday,
2009-12-31,0.96,0.9555,1.0466,
2009-12-30,0.95,0.9501,1.0525,
2009-12-29,0.96,0.9611,1.0405,
2009-12-28,Bank holiday,Bank holiday,Bank holiday,
2009-12-25,Bank holiday,Bank holiday,Bank holiday,
2009-12-24,0.95,0.9535,1.0488,
2009-12-23,0.95,0.9546,1.0476,
2009-12-22,0.95,0.9473,1.0556,
2009-12-21,0.94,0.9439,1.0594,
2009-12-18,0.94,0.9365,1.0678,
2009-12-17,0.93,0.9334,1.0713,
2009-12-16,0.95,0.9452,1.0580,
2009-12-15,0.94,0.9416,1.0620,
2009-12-14,0.94,0.9440,1.0593,
2009-12-11,0.94,0.9447,1.0585,
2009-12-10,0.95,0.9507,1.0519,
2009-12-09,0.95,0.9477,1.0552,
2009-12-08,0.94,0.9430,1.0604,
2009-12-07,0.95,0.9514,1.0511,
2009-12-04,0.95,0.9508,1.0517,
2009-12-03,0.95,0.9486,1.0542,
2009-12-02,0.96,0.9553,1.0468,
2009-12-01,0.96,0.9586,1.0432,
2009-11-30,0.95,0.9457,1.0574,
2009-11-27,0.94,0.9413,1.0624,
2009-11-26,0.94,0.9438,1.0595,
2009-11-25,0.95,0.9523,1.0501,
2009-11-24,0.94,0.9427,1.0608,
2009-11-23,0.95,0.9478,1.0551,
2009-11-20,0.93,0.9349,1.0696,
2009-11-19,0.94,0.9400,1.0638,
2009-11-18,0.95,0.9524,1.0500,
2009-11-17,0.94,0.9441,1.0592,
2009-11-16,0.96,0.9560,1.0460,
2009-11-13,0.95,0.9517,1.0508,
2009-11-12,0.95,0.9507,1.0519,
2009-11-11,Bank holiday,Bank holiday,Bank holiday,
2009-11-10,0.95,0.9508,1.0518,
2009-11-09,0.95,0.9464,1.0566,
2009-11-06,0.93,0.9328,1.0720,
2009-11-05,0.94,0.9389,1.0651,
2009-11-04,0.94,0.9392,1.0647,
2009-11-03,0.93,0.9342,1.0704,
2009-11-02,0.93,0.9308,1.0743,
2009-10-30,0.93,0.9282,1.0774,
2009-10-29,0.93,0.9341,1.0705,
2009-10-28,0.93,0.9297,1.0756,
2009-10-27,0.94,0.9391,1.0648,
2009-10-26,0.94,0.9420,1.0616,
2009-10-23,0.95,0.9517,1.0508,
2009-10-22,0.95,0.9537,1.0485,
2009-10-21,0.96,0.9604,1.0412,
2009-10-20,0.95,0.9524,1.0500,
2009-10-19,0.97,0.9701,1.0308,
2009-10-16,0.96,0.9626,1.0389,
2009-10-15,0.97,0.9706,1.0303,
2009-10-14,0.97,0.9716,1.0292,
2009-10-13,0.97,0.9711,1.0298,
2009-10-12,Bank holiday,Bank holiday,Bank holiday,
2009-10-09,0.96,0.9593,1.0424,
2009-10-08,0.95,0.9492,1.0535,
2009-10-07,0.94,0.9417,1.0619,
2009-10-06,0.95,0.9460,1.0571,
2009-10-05,0.93,0.9296,1.0757,
2009-10-02,0.92,0.9221,1.0845,
2009-10-01,0.93,0.9282,1.0774,
2009-09-30,0.93,0.9327,1.0722,
2009-09-29,0.92,0.9199,1.0871,
2009-09-28,0.92,0.9207,1.0861,
2009-09-25,0.92,0.9162,1.0915,
2009-09-24,0.92,0.9200,1.0869,
2009-09-23,0.93,0.9325,1.0724,
2009-09-22,0.94,0.9361,1.0683,
2009-09-21,0.93,0.9279,1.0777,
2009-09-18,0.93,0.9325,1.0724,
2009-09-17,0.94,0.9422,1.0613,
2009-09-16,0.94,0.9378,1.0663,
2009-09-15,0.93,0.9291,1.0763,
2009-09-14,0.92,0.9211,1.0857,
2009-09-11,0.93,0.9306,1.0746,
2009-09-10,0.92,0.9249,1.0812,
2009-09-09,0.93,0.9270,1.0787,
2009-09-08,0.93,0.9290,1.0764,
2009-09-07,Bank holiday,Bank holiday,Bank holiday,
2009-09-04,0.92,0.9184,1.0889,
2009-09-03,0.91,0.9063,1.1034,
2009-09-02,0.90,0.9038,1.1065,
2009-09-01,0.91,0.9065,1.1031,
2009-08-31,0.91,0.9118,1.0967,
2009-08-28,0.92,0.9192,1.0879,
2009-08-27,0.91,0.9124,1.0960,
2009-08-26,0.91,0.9098,1.0991,
2009-08-25,0.93,0.9275,1.0782,
2009-08-24,0.93,0.9309,1.0742,
2009-08-21,0.93,0.9260,1.0799,
2009-08-20,0.92,0.9173,1.0902,
2009-08-19,0.91,0.9117,1.0969,
2009-08-18,0.91,0.9061,1.1036,
2009-08-17,0.90,0.9026,1.1079,
2009-08-14,0.91,0.9115,1.0971,
2009-08-13,0.92,0.9215,1.0852,
2009-08-12,0.92,0.9195,1.0875,
2009-08-11,0.91,0.9101,1.0988,
2009-08-10,0.92,0.9218,1.0848,
2009-08-07,0.92,0.9228,1.0837,
2009-08-06,0.93,0.9295,1.0759,
2009-08-05,0.93,0.9328,1.0720,
2009-08-04,0.94,0.9358,1.0686,
2009-08-03,Bank holiday,Bank holiday,Bank holiday,
2009-07-31,0.93,0.9268,1.0790,
2009-07-30,0.92,0.9246,1.0815,
2009-07-29,0.92,0.9184,1.0889,
2009-07-28,0.92,0.9191,1.0880,
2009-07-27,0.92,0.9229,1.0835,
2009-07-24,0.92,0.9223,1.0842,
2009-07-23,0.92,0.9202,1.0867,
2009-07-22,0.91,0.9107,1.0981,
2009-07-21,0.90,0.9027,1.1078,
2009-07-20,0.90,0.9036,1.1067,
2009-07-17,0.90,0.8954,1.1168,
2009-07-16,0.90,0.8952,1.1171,
2009-07-15,0.89,0.8933,1.1194,
2009-07-14,0.88,0.8797,1.1368,
2009-07-13,0.87,0.8666,1.1539,
2009-07-10,0.86,0.8584,1.1650,
2009-07-09,0.86,0.8604,1.1622,
2009-07-08,0.86,0.8580,1.1655,
2009-07-07,0.86,0.8598,1.1631,
2009-07-06,0.86,0.8612,1.1612,
2009-07-03,0.86,0.8605,1.1621,
2009-07-02,0.86,0.8618,1.1604,
2009-07-01,Bank holiday,Bank holiday,Bank holiday,
2009-06-30,0.86,0.8602,1.1625,
2009-06-29,0.86,0.8633,1.1583,
2009-06-26,0.87,0.8672,1.1531,
2009-06-25,0.86,0.8636,1.1580,
2009-06-24,0.87,0.8725,1.1461,
2009-06-23,0.87,0.8651,1.1560,
2009-06-22,0.87,0.8660,1.1547,
2009-06-19,0.89,0.8860,1.1287,
2009-06-18,0.89,0.8871,1.1273,
2009-06-17,0.88,0.8794,1.1371,
2009-06-16,0.88,0.8828,1.1327,
2009-06-15,0.88,0.8818,1.1341,
2009-06-12,0.89,0.8947,1.1177,
2009-06-11,0.91,0.9106,1.0982,
2009-06-10,0.90,0.9008,1.1101,
2009-06-09,0.91,0.9057,1.1041,
2009-06-08,0.89,0.8905,1.1230,
2009-06-05,0.90,0.8972,1.1146,
2009-06-04,0.91,0.9092,1.0999,
2009-06-03,0.91,0.9111,1.0976,
2009-06-02,0.92,0.9236,1.0827,
2009-06-01,0.92,0.9198,1.0872,
2009-05-29,0.91,0.9123,1.0961,
2009-05-28,0.90,0.8990,1.1124,
2009-05-27,0.90,0.8993,1.1120,
2009-05-26,0.89,0.8929,1.1199,
2009-05-25,0.89,0.8883,1.1258,
2009-05-22,0.89,0.8902,1.1233,
2009-05-21,0.88,0.8761,1.1414,
2009-05-20,0.87,0.8746,1.1434,
2009-05-19,0.86,0.8644,1.1569,
2009-05-18,Bank holiday,Bank holiday,Bank holiday,
2009-05-15,0.85,0.8506,1.1756,
2009-05-14,0.85,0.8527,1.1727,
2009-05-13,0.86,0.8559,1.1683,
2009-05-12,0.86,0.8565,1.1676,
2009-05-11,0.86,0.8627,1.1591,
2009-05-08,0.86,0.8635,1.1581,
2009-05-07,0.85,0.8537,1.1714,
2009-05-06,0.85,0.8524,1.1731,
2009-05-05,0.85,0.8503,1.1760,
2009-05-04,0.85,0.8488,1.1781,
2009-05-01,0.84,0.8423,1.1872,
2009-04-30,0.84,0.8375,1.1940,
2009-04-29,0.83,0.8328,1.2008,
2009-04-28,0.82,0.8171,1.2238,
2009-04-27,0.83,0.8260,1.2107,
2009-04-24,0.83,0.8269,1.2093,
2009-04-23,0.81,0.8137,1.2290,
2009-04-22,0.81,0.8091,1.2360,
2009-04-21,0.81,0.8092,1.2358,
2009-04-20,0.81,0.8102,1.2343,
2009-04-17,0.82,0.8233,1.2146,
2009-04-16,0.83,0.8290,1.2062,
2009-04-15,0.83,0.8307,1.2038,
2009-04-14,0.83,0.8270,1.2092,
2009-04-13,0.82,0.8189,1.2212,
2009-04-10,Bank holiday,Bank holiday,Bank holiday,
2009-04-09,0.81,0.8147,1.2274,
2009-04-08,0.81,0.8095,1.2354,
2009-04-07,0.81,0.8103,1.2341,
2009-04-06,0.80,0.8046,1.2429,
2009-04-03,0.81,0.8106,1.2337,
2009-04-02,0.81,0.8075,1.2384,
2009-04-01,0.79,0.7910,1.2643,
2009-03-31,0.79,0.7935,1.2602,
2009-03-30,0.79,0.7943,1.2590,
2009-03-27,0.81,0.8070,1.2392,
2009-03-26,0.81,0.8110,1.2330,
2009-03-25,0.82,0.8167,1.2245,
2009-03-24,0.82,0.8155,1.2262,
2009-03-23,0.81,0.8115,1.2323,
2009-03-20,0.81,0.8083,1.2371,
2009-03-19,0.81,0.8114,1.2325,
2009-03-18,0.79,0.7862,1.2720,
2009-03-17,0.79,0.7863,1.2718,
2009-03-16,0.79,0.7859,1.2724,
2009-03-13,0.78,0.7844,1.2749,
2009-03-12,0.77,0.7749,1.2905,
2009-03-11,0.78,0.7808,1.2807,
2009-03-10,0.78,0.7814,1.2797,
2009-03-09,0.77,0.7692,1.3000,
2009-03-06,0.78,0.7774,1.2863,
2009-03-05,0.78,0.7766,1.2877,
2009-03-04,0.78,0.7834,1.2765,
2009-03-03,0.77,0.7729,1.2938,
2009-03-02,0.78,0.7758,1.2890,
2009-02-27,0.79,0.7870,1.2707,
2009-02-26,0.80,0.8028,1.2456,
2009-02-25,0.80,0.7964,1.2556,
2009-02-24,0.80,0.8019,1.2470,
2009-02-23,0.80,0.7992,1.2512,
2009-02-20,0.80,0.7974,1.2541,
2009-02-19,0.79,0.7940,1.2595,
2009-02-18,0.79,0.7939,1.2596,
2009-02-17,0.79,0.7936,1.2601,
2009-02-16,0.80,0.8041,1.2437,
2009-02-13,0.80,0.8043,1.2433,
2009-02-12,0.80,0.8015,1.2477,
2009-02-11,0.80,0.8049,1.2424,
2009-02-10,0.81,0.8109,1.2332,
2009-02-09,0.82,0.8202,1.2192,
2009-02-06,0.81,0.8072,1.2389,
2009-02-05,0.81,0.8128,1.2303,
2009-02-04,0.82,0.8153,1.2266,
2009-02-03,0.81,0.8106,1.2337,
2009-02-02,0.81,0.8062,1.2404,
2009-01-30,0.81,0.8088,1.2364,
2009-01-29,0.82,0.8205,1.2188,
2009-01-28,0.83,0.8266,1.2098,
2009-01-27,0.81,0.8131,1.2299,
2009-01-26,0.82,0.8193,1.2205,
2009-01-23,0.80,0.8013,1.2480,
2009-01-22,0.79,0.7918,1.2630,
2009-01-21,0.78,0.7849,1.2741,
2009-01-20,0.79,0.7933,1.2605,
2009-01-19,0.80,0.7987,1.2521,
2009-01-16,0.80,0.7973,1.2542,
2009-01-15,0.79,0.7921,1.2625,
2009-01-14,0.81,0.8076,1.2383,
2009-01-13,0.82,0.8159,1.2257,
2009-01-12,0.83,0.8280,1.2077,
2009-01-09,0.84,0.8387,1.1923,
2009-01-08,0.84,0.8412,1.1888,
2009-01-07,0.84,0.8437,1.1853,
2009-01-06,0.85,0.8458,1.1823,
2009-01-05,0.84,0.8393,1.1914,
2009-01-02,0.83,0.8260,1.2107,
2009-01-01,Bank holiday,Bank holiday,Bank holiday,
2008-12-31,0.82,0.8166,1.2246,
2008-12-30,0.82,0.8185,1.2217,
2008-12-29,0.82,0.8219,1.2167,
2008-12-26,Bank holiday,Bank holiday,Bank holiday,
2008-12-25,Bank holiday,Bank holiday,Bank holiday,
2008-12-24,0.82,0.8247,1.2125,
2008-12-23,0.82,0.8220,1.2166,
2008-12-22,0.82,0.8205,1.2188,
2008-12-19,0.81,0.8147,1.2275,
2008-12-18,0.84,0.8358,1.1965,
2008-12-17,0.83,0.8293,1.2058,
2008-12-16,0.82,0.8171,1.2239,
2008-12-15,0.81,0.8096,1.2352,
2008-12-12,0.80,0.8031,1.2452,
2008-12-11,0.82,0.8208,1.2183,
2008-12-10,0.80,0.7964,1.2557,
2008-12-09,0.79,0.7935,1.2603,
2008-12-08,0.80,0.7954,1.2572,
2008-12-05,0.77,0.7711,1.2969,
2008-12-04,0.80,0.7974,1.2540,
2008-12-03,0.80,0.7954,1.2573,
2008-12-02,0.81,0.8051,1.2421,
2008-12-01,0.81,0.8080,1.2377,
2008-11-28,0.81,0.8083,1.2372,
2008-11-27,0.81,0.8111,1.2329,
2008-11-26,0.81,0.8102,1.2342,
2008-11-25,0.82,0.8191,1.2209,
2008-11-24,0.82,0.8163,1.2250,
2008-11-21,0.78,0.7780,1.2854,
2008-11-20,0.78,0.7779,1.2855,
2008-11-19,0.81,0.8084,1.2370,
2008-11-18,0.82,0.8171,1.2239,
2008-11-17,0.82,0.8189,1.2211,
2008-11-14,0.82,0.8165,1.2247,
2008-11-13,0.81,0.8120,1.2315,
2008-11-12,0.81,0.8133,1.2295,
2008-11-11,Bank holiday,Bank holiday,Bank holiday,
2008-11-10,0.84,0.8374,1.1942,
2008-11-07,0.84,0.8450,1.1835,
2008-11-06,0.85,0.8462,1.1818,
2008-11-05,0.86,0.8624,1.1596,
2008-11-04,0.87,0.8696,1.1499,
2008-11-03,0.84,0.8421,1.1875,
2008-10-31,0.82,0.8220,1.2165,
2008-10-30,0.82,0.8183,1.2221,
2008-10-29,0.81,0.8125,1.2308,
2008-10-28,0.77,0.7726,1.2943,
2008-10-27,0.77,0.7734,1.2930,
2008-10-24,0.79,0.7854,1.2732,
2008-10-23,0.80,0.7954,1.2573,
2008-10-22,0.80,0.8001,1.2499,
2008-10-21,0.82,0.8195,1.2202,
2008-10-20,0.84,0.8350,1.1976,
2008-10-17,0.85,0.8458,1.1823,
2008-10-16,0.84,0.8367,1.1952,
2008-10-15,0.85,0.8473,1.1802,
2008-10-14,0.86,0.8619,1.1602,
2008-10-13,Bank holiday,Bank holiday,Bank holiday,
2008-10-10,0.84,0.8398,1.1907,
2008-10-09,0.87,0.8706,1.1486,
2008-10-08,0.89,0.8890,1.1249,
2008-10-07,0.90,0.9043,1.1058,
2008-10-06,0.91,0.9069,1.1027,
2008-10-03,0.92,0.9249,1.0812,
2008-10-02,0.93,0.9286,1.0769,
2008-10-01,0.94,0.9426,1.0609,
2008-09-30,0.94,0.9435,1.0599,
2008-09-29,0.96,0.9621,1.0394,
2008-09-26,0.97,0.9663,1.0349,
2008-09-25,0.97,0.9673,1.0338,
2008-09-24,0.97,0.9661,1.0351,
2008-09-23,0.97,0.9657,1.0355,
2008-09-22,0.96,0.9632,1.0382,
2008-09-19,0.96,0.9551,1.0470,
2008-09-18,0.93,0.9345,1.0701,
2008-09-17,0.93,0.9274,1.0783,
2008-09-16,0.93,0.9316,1.0734,
2008-09-15,0.94,0.9366,1.0677,
2008-09-12,0.94,0.9426,1.0609,
2008-09-11,0.93,0.9263,1.0796,
2008-09-10,0.93,0.9313,1.0738,
2008-09-09,0.94,0.9364,1.0679,
2008-09-08,0.93,0.9349,1.0696,
2008-09-05,0.94,0.9398,1.0641,
2008-09-04,0.94,0.9397,1.0642,
2008-09-03,0.94,0.9428,1.0607,
2008-09-02,0.93,0.9345,1.0701,
2008-09-01,Bank holiday,Bank holiday,Bank holiday,
2008-08-29,0.94,0.9411,1.0626,
2008-08-28,0.95,0.9500,1.0526,
2008-08-27,0.95,0.9537,1.0486,
2008-08-26,0.95,0.9539,1.0483,
2008-08-25,0.96,0.9557,1.0464,
2008-08-22,0.96,0.9562,1.0458,
2008-08-21,0.96,0.9564,1.0456,
2008-08-20,0.94,0.9409,1.0628,
2008-08-19,0.94,0.9428,1.0607,
2008-08-18,0.94,0.9430,1.0605,
2008-08-15,0.94,0.9426,1.0609,
2008-08-14,0.94,0.9416,1.0620,
2008-08-13,0.94,0.9384,1.0657,
2008-08-12,0.94,0.9398,1.0640,
2008-08-11,0.94,0.9367,1.0676,
2008-08-08,0.94,0.9365,1.0678,
2008-08-07,0.95,0.9514,1.0511,
2008-08-06,0.96,0.9551,1.0470,
2008-08-05,0.96,0.9591,1.0426,
2008-08-04,Bank holiday,Bank holiday,Bank holiday,
2008-08-01,0.98,0.9753,1.0253,
2008-07-31,0.97,0.9749,1.0257,
2008-07-30,0.98,0.9764,1.0242,
2008-07-29,0.97,0.9746,1.0261,
2008-07-28,0.98,0.9783,1.0222,
2008-07-25,0.98,0.9839,1.0164,
2008-07-24,0.99,0.9887,1.0114,
2008-07-23,0.99,0.9913,1.0088,
2008-07-22,0.99,0.9916,1.0085,
2008-07-21,1.00,0.9979,1.0021,
2008-07-18,0.99,0.9947,1.0053,
2008-07-17,1.00,0.9984,1.0016,
2008-07-16,1.00,0.9983,1.0017,
2008-07-15,1.00,0.9980,1.0020,
2008-07-14,0.99,0.9939,1.0061,
2008-07-11,0.99,0.9909,1.0092,
2008-07-10,0.99,0.9899,1.0102,
2008-07-09,0.99,0.9893,1.0108,
2008-07-08,0.98,0.9797,1.0207,
2008-07-07,0.98,0.9830,1.0173,
2008-07-04,0.98,0.9847,1.0155,
2008-07-03,0.98,0.9798,1.0206,
2008-07-02,0.99,0.9873,1.0129,
2008-07-01,Bank holiday,Bank holiday,Bank holiday,
2008-06-30,0.98,0.9817,1.0186,
2008-06-27,0.99,0.9878,1.0123,
2008-06-26,0.99,0.9880,1.0121,
2008-06-25,0.99,0.9867,1.0135,
2008-06-24,0.99,0.9866,1.0136,
2008-06-23,0.98,0.9840,1.0163,
2008-06-20,0.98,0.9831,1.0172,
2008-06-19,0.99,0.9870,1.0132,
2008-06-18,0.98,0.9817,1.0186,
2008-06-17,0.98,0.9805,1.0199,
2008-06-16,0.98,0.9793,1.0211,
2008-06-13,0.97,0.9726,1.0282,
2008-06-12,0.98,0.9773,1.0232,
2008-06-11,0.98,0.9829,1.0174,
2008-06-10,0.98,0.9763,1.0243,
2008-06-09,0.98,0.9780,1.0225,
2008-06-06,0.98,0.9816,1.0187,
2008-06-05,0.98,0.9806,1.0198,
2008-06-04,0.99,0.9857,1.0145,
2008-06-03,0.99,0.9949,1.0051,
2008-06-02,1.00,0.9987,1.0013,
2008-05-30,1.01,1.0058,0.9942,
2008-05-29,1.01,1.0130,0.9872,
2008-05-28,1.01,1.0086,0.9915,
2008-05-27,1.01,1.0068,0.9932,
2008-05-26,1.01,1.0105,0.9896,
2008-05-23,1.01,1.0118,0.9883,
2008-05-22,1.01,1.0141,0.9861,
2008-05-21,1.02,1.0158,0.9844,
2008-05-20,1.01,1.0070,0.9930,
2008-05-19,Bank holiday,Bank holiday,Bank holiday,
2008-05-16,1.00,1.0032,0.9968,
2008-05-15,1.00,1.0002,0.9998,
2008-05-14,1.00,0.9980,1.0020,
2008-05-13,1.00,0.9995,1.0005,
2008-05-12,1.00,0.9961,1.0039,
2008-05-09,0.99,0.9939,1.0061,
2008-05-08,0.99,0.9853,1.0149,
2008-05-07,1.00,0.9979,1.0021,
2008-05-06,1.00,0.9965,1.0035,
2008-05-05,0.99,0.9877,1.0125,
2008-05-02,0.98,0.9820,1.0183,
2008-05-01,0.98,0.9815,1.0189,
2008-04-30,0.99,0.9906,1.0095,
2008-04-29,0.99,0.9871,1.0131,
2008-04-28,0.98,0.9843,1.0160,
2008-04-25,0.98,0.9839,1.0164,
2008-04-24,0.99,0.9870,1.0132,
2008-04-23,0.98,0.9809,1.0195,
2008-04-22,1.00,0.9967,1.0033,
2008-04-21,0.99,0.9934,1.0066,
2008-04-18,0.99,0.9917,1.0084,
2008-04-17,0.99,0.9888,1.0113,
2008-04-16,1.00,0.9975,1.0025,
2008-04-15,0.98,0.9822,1.0181,
2008-04-14,0.98,0.9796,1.0208,
2008-04-11,0.98,0.9790,1.0215,
2008-04-10,0.98,0.9824,1.0179,
2008-04-09,0.98,0.9810,1.0194,
2008-04-08,0.99,0.9852,1.0150,
2008-04-07,0.99,0.9891,1.0110,
2008-04-04,0.99,0.9910,1.0091,
2008-04-03,0.99,0.9919,1.0082,
2008-04-02,0.98,0.9826,1.0177,
2008-04-01,0.97,0.9737,1.0270,
2008-03-31,0.97,0.9729,1.0279,
2008-03-28,0.98,0.9822,1.0181,
2008-03-27,0.99,0.9855,1.0147,
2008-03-26,0.98,0.9823,1.0180,
2008-03-25,0.98,0.9826,1.0177,
2008-03-24,0.98,0.9801,1.0203,
2008-03-21,Bank holiday,Bank holiday,Bank holiday,
2008-03-20,0.97,0.9738,1.0269,
2008-03-19,1.00,0.9972,1.0028,
2008-03-18,1.01,1.0062,0.9938,
2008-03-17,1.00,1.0022,0.9978,
2008-03-14,1.01,1.0132,0.9870,
2008-03-13,1.02,1.0161,0.9842,
2008-03-12,1.01,1.0104,0.9897,
2008-03-11,1.00,1.0047,0.9953,
2008-03-10,1.00,1.0024,0.9976,
2008-03-07,1.01,1.0086,0.9915,
2008-03-06,1.02,1.0154,0.9848,
2008-03-05,1.01,1.0103,0.9898,
2008-03-04,1.00,1.0044,0.9956,
2008-03-03,1.01,1.0132,0.9870,
2008-02-29,1.02,1.0206,0.9798,
2008-02-28,1.03,1.0289,0.9719,
2008-02-27,1.02,1.0227,0.9778,
2008-02-26,1.01,1.0143,0.9859,
2008-02-25,1.00,1.0020,0.9980,
2008-02-22,0.98,0.9846,1.0156,
2008-02-21,0.99,0.9914,1.0087,
2008-02-20,0.98,0.9814,1.0190,
2008-02-19,0.98,0.9843,1.0160,
2008-02-18,0.99,0.9930,1.0071,
2008-02-15,1.00,0.9984,1.0016,
2008-02-14,1.00,1.0030,0.9970,
2008-02-13,1.00,1.0005,0.9995,
2008-02-12,1.00,1.0037,0.9963,
2008-02-11,1.00,0.9983,1.0017,
2008-02-08,1.00,1.0009,0.9991,
2008-02-07,0.99,0.9886,1.0115,
2008-02-06,1.00,0.9974,1.0026,
2008-02-05,1.00,0.9957,1.0043,
2008-02-04,1.01,1.0069,0.9931,
2008-02-01,1.01,1.0057,0.9943,
2008-01-31,1.00,0.9978,1.0022,
2008-01-30,1.01,1.0063,0.9937,
2008-01-29,1.00,1.0023,0.9977,
2008-01-28,1.00,0.9956,1.0044,
2008-01-25,1.00,0.9956,1.0044,
2008-01-24,0.99,0.9929,1.0072,
2008-01-23,0.97,0.9722,1.0286,
2008-01-22,0.98,0.9753,1.0253,
2008-01-21,0.97,0.9686,1.0324,
2008-01-18,0.97,0.9713,1.0295,
2008-01-17,0.97,0.9715,1.0293,
2008-01-16,0.98,0.9767,1.0239,
2008-01-15,0.98,0.9834,1.0169,
2008-01-14,0.98,0.9793,1.0211,
2008-01-11,0.98,0.9805,1.0199,
2008-01-10,0.99,0.9863,1.0139,
2008-01-09,0.99,0.9916,1.0085,
2008-01-08,1.00,1.0014,0.9986,
2008-01-07,0.99,0.9949,1.0051,
2008-01-04,1.00,1.0009,0.9991,
2008-01-03,1.01,1.0096,0.9905,
2008-01-02,1.01,1.0074,0.9927,
2008-01-01,Bank holiday,Bank holiday,Bank holiday,
2007-12-31,1.01,1.0120,0.9881,
2007-12-28,1.02,1.0220,0.9785,
2007-12-27,1.02,1.0193,0.9811,
2007-12-26,Bank holiday,Bank holiday,Bank holiday,
2007-12-25,Bank holiday,Bank holiday,Bank holiday,
2007-12-24,1.01,1.0131,0.9871,
2007-12-21,1.01,1.0056,0.9944,
2007-12-20,1.00,1.0017,0.9983,
2007-12-19,0.99,0.9944,1.0056,
2007-12-18,0.99,0.9896,1.0105,
2007-12-17,0.99,0.9928,1.0073,
2007-12-14,0.99,0.9865,1.0137,
2007-12-13,0.98,0.9788,1.0217,
2007-12-12,0.99,0.9894,1.0107,
2007-12-11,0.99,0.9893,1.0108,
2007-12-10,0.99,0.9898,1.0103,
2007-12-07,0.99,0.9947,1.0053,
2007-12-06,0.99,0.9878,1.0124,
2007-12-05,0.99,0.9871,1.0131,
2007-12-04,0.99,0.9897,1.0104,
2007-12-03,1.00,0.9995,1.0005,
2007-11-30,1.00,0.9992,1.0008,
2007-11-29,1.01,1.0072,0.9929,
2007-11-28,1.01,1.0093,0.9908,
2007-11-27,1.00,1.0035,0.9965,
2007-11-26,1.01,1.0125,0.9877,
2007-11-23,1.01,1.0117,0.9884,
2007-11-22,1.02,1.0156,0.9846,
2007-11-21,1.01,1.0106,0.9895,
2007-11-20,1.02,1.0152,0.9850,
2007-11-19,1.02,1.0166,0.9837,
2007-11-16,1.03,1.0279,0.9729,
2007-11-15,1.02,1.0196,0.9808,
2007-11-14,1.04,1.0409,0.9607,
2007-11-13,1.04,1.0370,0.9643,
2007-11-12,Bank holiday,Bank holiday,Bank holiday,
2007-11-09,1.06,1.0648,0.9391,
2007-11-08,1.07,1.0746,0.9306,
2007-11-07,1.09,1.0905,0.9170,
2007-11-06,1.08,1.0817,0.9245,
2007-11-05,1.07,1.0708,0.9339,
2007-11-02,1.07,1.0685,0.9359,
2007-11-01,1.05,1.0527,0.9499,
2007-10-31,1.05,1.0527,0.9499,
2007-10-30,1.05,1.0488,0.9535,
2007-10-29,1.05,1.0473,0.9548,
