"1.00 CAD (CAD = Canadian Dollar)",
"USD = U.S. dollar (noon)",
"Date","USD","Conversion rate","Reciprocal rate",
2012-08-10,1.01,1.0085,0.9916,
2012-08-09,1.01,1.0077,0.9924,
2012-08-08,1.01,1.0053,0.9947,
2012-08-07,1.00,1.0036,0.9964,
2012-08-06,Bank holiday,Bank holiday,Bank holiday,
2012-08-03,1.00,1.0014,0.9986,
2012-08-02,0.99,0.9938,1.0062,
2012-08-01,1.00,0.9983,1.0017,
2012-07-31,1.00,0.9986,1.0014,
2012-07-30,1.00,0.9967,1.0033,
2012-07-27,0.99,0.9940,1.0060,
2012-07-26,0.99,0.9900,1.0101,
2012-07-25,0.98,0.9822,1.0181,
2012-07-24,0.98,0.9796,1.0208,
2012-07-23,0.98,0.9831,1.0172,
2012-07-20,0.99,0.9887,1.0114,
2012-07-19,0.99,0.9924,1.0077,
2012-07-18,0.99,0.9889,1.0112,
2012-07-17,0.99,0.9861,1.0141,
2012-07-16,0.98,0.9845,1.0157,
2012-07-13,0.99,0.9851,1.0151,
2012-07-12,0.98,0.9790,1.0214,
2012-07-11,0.98,0.9809,1.0195,
2012-07-10,0.98,0.9801,1.0203,
2012-07-09,0.98,0.9792,1.0212,
2012-07-06,0.98,0.9805,1.0199,
2012-07-05,0.99,0.9871,1.0131,
2012-07-04,0.99,0.9874,1.0128,
2012-07-03,0.99,0.9878,1.0123,
2012-07-02,Bank holiday,Bank holiday,Bank holiday,
2012-06-29,0.98,0.9813,1.0191,
2012-06-28,0.97,0.9678,1.0333,
2012-06-27,0.97,0.9749,1.0257,
2012-06-26,0.97,0.9742,1.0265,
2012-06-25,0.97,0.9706,1.0303,
2012-06-22,0.97,0.9747,1.0260,
2012-06-21,0.98,0.9755,1.0251,
2012-06-20,0.98,0.9810,1.0194,
2012-06-19,0.98,0.9825,1.0178,
2012-06-18,0.97,0.9741,1.0266,
2012-06-15,0.98,0.9762,1.0244,
2012-06-14,0.98,0.9759,1.0247,
2012-06-13,0.97,0.9737,1.0270,
2012-06-12,0.97,0.9739,1.0268,
2012-06-11,0.97,0.9725,1.0283,
2012-06-08,0.97,0.9679,1.0332,
2012-06-07,0.98,0.9762,1.0244,
2012-06-06,0.97,0.9712,1.0297,
2012-06-05,0.96,0.9602,1.0414,
2012-06-04,0.96,0.9599,1.0418,
2012-06-01,0.96,0.9634,1.0380,
2012-05-31,0.97,0.9663,1.0349,
2012-05-30,0.97,0.9722,1.0286,
2012-05-29,0.98,0.9753,1.0253,
2012-05-28,0.98,0.9765,1.0241,
2012-05-25,0.97,0.9723,1.0285,
2012-05-24,0.97,0.9732,1.0275,
2012-05-23,0.97,0.9732,1.0275,
2012-05-22,0.98,0.9813,1.0191,
2012-05-21,Bank holiday,Bank holiday,Bank holiday,
2012-05-18,0.98,0.9794,1.0210,
2012-05-17,0.98,0.9839,1.0164,
2012-05-16,0.99,0.9899,1.0102,
2012-05-15,1.00,0.9971,1.0029,
2012-05-14,1.00,0.9981,1.0019,
2012-05-11,1.00,1.0032,0.9968,
2012-05-10,1.00,0.9983,1.0017,
2012-05-09,1.00,0.9985,1.0015,
2012-05-08,1.00,1.0003,0.9997,
2012-05-07,1.01,1.0065,0.9935,
2012-05-04,1.00,1.0044,0.9956,
2012-05-03,1.01,1.0134,0.9868,
2012-05-02,1.01,1.0110,0.9891,
2012-05-01,1.02,1.0164,0.9839,
2012-04-30,1.01,1.0117,0.9884,
2012-04-27,1.02,1.0197,0.9807,
2012-04-26,1.02,1.0162,0.9841,
2012-04-25,1.02,1.0154,0.9848,
2012-04-24,1.01,1.0118,0.9883,
2012-04-23,1.01,1.0064,0.9936,
2012-04-20,1.01,1.0090,0.9911,
2012-04-19,1.01,1.0074,0.9927,
2012-04-18,1.01,1.0099,0.9902,
2012-04-17,1.01,1.0124,0.9878,
2012-04-16,1.00,0.9976,1.0024,
2012-04-13,1.00,1.0021,0.9979,
2012-04-12,1.01,1.0050,0.9950,
2012-04-11,1.00,0.9961,1.0039,
2012-04-10,1.00,0.9972,1.0028,
2012-04-09,1.00,1.0028,0.9972,
2012-04-06,Bank holiday,Bank holiday,Bank holiday,
2012-04-05,1.01,1.0073,0.9928,
2012-04-04,1.00,1.0038,0.9962,
2012-04-03,1.01,1.0091,0.9910,
2012-04-02,1.01,1.0084,0.9917,
2012-03-30,1.00,1.0009,0.9991,
2012-03-29,1.00,1.0001,0.9999,
2012-03-28,1.00,1.0016,0.9984,
2012-03-27,1.01,1.0073,0.9928,
2012-03-26,1.01,1.0079,0.9922,
2012-03-23,1.00,1.0018,0.9982,
2012-03-22,1.00,0.9997,1.0003,
2012-03-21,1.01,1.0069,0.9931,
2012-03-20,1.01,1.0067,0.9933,
2012-03-19,1.01,1.0121,0.9880,
2012-03-16,1.01,1.0087,0.9914,
2012-03-15,1.01,1.0072,0.9929,
2012-03-14,1.01,1.0086,0.9915,
2012-03-13,1.01,1.0096,0.9905,
2012-03-12,1.01,1.0065,0.9935,
2012-03-09,1.01,1.0106,0.9895,
2012-03-08,1.01,1.0080,0.9921,
2012-03-07,1.00,1.0007,0.9993,
2012-03-06,1.00,0.9985,1.0015,
2012-03-05,1.01,1.0064,0.9936,
2012-03-02,1.01,1.0113,0.9888,
2012-03-01,1.02,1.0153,0.9849,
2012-02-29,1.01,1.0136,0.9866,
2012-02-28,1.00,1.0044,0.9956,
2012-02-27,1.00,1.0017,0.9983,
2012-02-24,1.00,1.0012,0.9988,
2012-02-23,1.00,1.0015,0.9985,
2012-02-22,1.00,1.0000,1.0000,
2012-02-21,1.00,1.0045,0.9955,
2012-02-20,1.01,1.0077,0.9924,
2012-02-17,1.00,1.0030,0.9970,
2012-02-16,1.00,1.0038,0.9962,
2012-02-15,1.00,1.0035,0.9965,
2012-02-14,1.00,1.0009,0.9991,
2012-02-13,1.00,1.0004,0.9996,
2012-02-10,1.00,0.9984,1.0016,
2012-02-09,1.01,1.0059,0.9941,
2012-02-08,1.00,1.0030,0.9970,
2012-02-07,1.01,1.0052,0.9948,
2012-02-06,1.00,1.0046,0.9954,
2012-02-03,1.01,1.0055,0.9945,
2012-02-02,1.00,1.0015,0.9985,
2012-02-01,1.00,1.0029,0.9971,
2012-01-31,0.99,0.9948,1.0052,
2012-01-30,1.00,0.9968,1.0032,
2012-01-27,1.00,0.9987,1.0013,
2012-01-26,1.00,1.0014,0.9986,
2012-01-25,0.99,0.9881,1.0120,
2012-01-24,0.99,0.9904,1.0097,
2012-01-23,0.99,0.9921,1.0080,
2012-01-20,0.99,0.9859,1.0143,
2012-01-19,0.99,0.9906,1.0095,
2012-01-18,0.99,0.9862,1.0140,
2012-01-17,0.99,0.9870,1.0132,
2012-01-16,0.98,0.9833,1.0170,
2012-01-13,0.98,0.9761,1.0245,
2012-01-12,0.98,0.9806,1.0198,
2012-01-11,0.98,0.9812,1.0192,
2012-01-10,0.98,0.9839,1.0164,
2012-01-09,0.97,0.9735,1.0272,
2012-01-06,0.98,0.9773,1.0232,
2012-01-05,0.98,0.9807,1.0197,
2012-01-04,0.99,0.9867,1.0135,
2012-01-03,0.99,0.9911,1.0090,
2012-01-02,Bank holiday,Bank holiday,Bank holiday,
2011-12-30,0.98,0.9833,1.0170,
2011-12-29,0.98,0.9794,1.0210,
2011-12-28,0.98,0.9771,1.0234,
2011-12-27,Bank holiday,Bank holiday,Bank holiday,
2011-12-26,Bank holiday,Bank holiday,Bank holiday,
2011-12-23,0.98,0.9796,1.0208,
2011-12-22,0.98,0.9790,1.0214,
2011-12-21,0.97,0.9722,1.0286,
2011-12-20,0.97,0.9723,1.0285,
2011-12-19,0.96,0.9649,1.0364,
2011-12-16,0.96,0.9626,1.0388,
2011-12-15,0.97,0.9674,1.0337,
2011-12-14,0.96,0.9610,1.0406,
2011-12-13,0.97,0.9724,1.0284,
2011-12-12,0.97,0.9732,1.0275,
2011-12-09,0.98,0.9803,1.0201,
2011-12-08,0.98,0.9811,1.0193,
2011-12-07,0.99,0.9896,1.0105,
2011-12-06,0.99,0.9884,1.0117,
2011-12-05,0.99,0.9861,1.0141,
2011-12-02,0.98,0.9838,1.0165,
2011-12-01,0.98,0.9829,1.0174,
2011-11-30,0.98,0.9807,1.0197,
2011-11-29,0.97,0.9713,1.0296,
2011-11-28,0.97,0.9683,1.0327,
2011-11-25,0.95,0.9536,1.0487,
2011-11-24,0.96,0.9552,1.0469,
2011-11-23,0.95,0.9542,1.0480,
2011-11-22,0.96,0.9645,1.0368,
2011-11-21,0.96,0.9629,1.0385,
2011-11-18,0.97,0.9745,1.0262,
2011-11-17,0.98,0.9779,1.0226,
2011-11-16,0.98,0.9798,1.0206,
2011-11-15,0.98,0.9770,1.0235,
2011-11-14,0.98,0.9825,1.0178,
2011-11-11,Bank holiday,Bank holiday,Bank holiday,
2011-11-10,0.98,0.9814,1.0190,
2011-11-09,0.98,0.9830,1.0173,
2011-11-08,0.99,0.9862,1.0140,
2011-11-07,0.98,0.9831,1.0172,
2011-11-04,0.98,0.9823,1.0180,
2011-11-03,0.99,0.9875,1.0127,
2011-11-02,0.99,0.9876,1.0126,
2011-11-01,0.98,0.9806,1.0198,
2011-10-31,1.01,1.0065,0.9935,
2011-10-28,1.00,1.0043,0.9957,
2011-10-27,1.01,1.0058,0.9942,
2011-10-26,0.99,0.9900,1.0101,
2011-10-25,0.99,0.9858,1.0144,
2011-10-24,1.00,0.9961,1.0039,
2011-10-21,0.99,0.9910,1.0091,
2011-10-20,0.98,0.9787,1.0218,
2011-10-19,0.99,0.9866,1.0136,
2011-10-18,0.98,0.9840,1.0163,
2011-10-17,0.99,0.9850,1.0152,
2011-10-14,0.99,0.9855,1.0147,
2011-10-13,0.98,0.9768,1.0238,
2011-10-12,0.98,0.9839,1.0164,
2011-10-11,0.97,0.9721,1.0287,
2011-10-10,Bank holiday,Bank holiday,Bank holiday,
2011-10-07,0.97,0.9682,1.0328,
2011-10-06,0.96,0.9588,1.0430,
2011-10-05,0.96,0.9570,1.0449,
2011-10-04,0.94,0.9430,1.0604,
2011-10-03,0.96,0.9579,1.0440,
2011-09-30,0.96,0.9626,1.0389,
2011-09-29,0.97,0.9673,1.0338,
2011-09-28,0.98,0.9780,1.0225,
2011-09-27,0.98,0.9813,1.0191,
2011-09-26,0.97,0.9672,1.0339,
2011-09-23,0.97,0.9726,1.0282,
2011-09-22,0.97,0.9681,1.0329,
2011-09-21,1.00,1.0014,0.9986,
2011-09-20,1.01,1.0077,0.9924,
2011-09-19,1.01,1.0103,0.9898,
2011-09-16,1.02,1.0190,0.9814,
2011-09-15,1.01,1.0133,0.9869,
2011-09-14,1.01,1.0088,0.9913,
2011-09-13,1.01,1.0099,0.9902,
2011-09-12,1.00,1.0043,0.9957,
2011-09-09,1.00,1.0029,0.9971,
2011-09-08,1.01,1.0143,0.9859,
2011-09-07,1.01,1.0118,0.9883,
2011-09-06,1.01,1.0091,0.9910,
2011-09-05,Bank holiday,Bank holiday,Bank holiday,
2011-09-02,1.02,1.0188,0.9815,
2011-09-01,1.03,1.0254,0.9752,
2011-08-31,1.02,1.0221,0.9784,
2011-08-30,1.02,1.0211,0.9793,
2011-08-29,1.02,1.0225,0.9780,
2011-08-26,1.01,1.0149,0.9853,
2011-08-25,1.02,1.0160,0.9843,
2011-08-24,1.01,1.0121,0.9880,
2011-08-23,1.01,1.0125,0.9877,
2011-08-22,1.01,1.0100,0.9901,
2011-08-19,1.02,1.0153,0.9849,
2011-08-18,1.01,1.0100,0.9901,
2011-08-17,1.02,1.0183,0.9820,
2011-08-16,1.02,1.0186,0.9817,
2011-08-15,1.02,1.0165,0.9838,
2011-08-12,1.01,1.0122,0.9879,
2011-08-11,1.01,1.0109,0.9892,
2011-08-10,1.01,1.0091,0.9910,
2011-08-09,1.01,1.0108,0.9893,
2011-08-08,1.01,1.0111,0.9890,
2011-08-05,1.02,1.0160,0.9843,
2011-08-04,1.02,1.0239,0.9767,
2011-08-03,1.04,1.0380,0.9634,
2011-08-02,1.04,1.0438,0.9580,
2011-08-01,Bank holiday,Bank holiday,Bank holiday,
2011-07-29,1.05,1.0484,0.9538,
2011-07-28,1.05,1.0544,0.9484,
2011-07-27,1.06,1.0555,0.9474,
2011-07-26,1.06,1.0583,0.9449,
2011-07-25,1.06,1.0583,0.9449,
2011-07-22,1.05,1.0524,0.9502,
2011-07-21,1.06,1.0581,0.9451,
2011-07-20,1.05,1.0550,0.9479,
2011-07-19,1.05,1.0520,0.9506,
2011-07-18,1.04,1.0400,0.9615,
2011-07-15,1.05,1.0487,0.9536,
2011-07-14,1.04,1.0433,0.9585,
2011-07-13,1.04,1.0436,0.9582,
2011-07-12,1.03,1.0343,0.9668,
2011-07-11,1.03,1.0346,0.9666,
2011-07-08,1.04,1.0387,0.9627,
2011-07-07,1.04,1.0432,0.9586,
2011-07-06,1.04,1.0355,0.9657,
2011-07-05,1.04,1.0408,0.9608,
2011-07-04,1.04,1.0419,0.9598,
2011-07-01,Bank holiday,Bank holiday,Bank holiday,
2011-06-30,1.04,1.0370,0.9643,
2011-06-29,1.03,1.0304,0.9705,
2011-06-28,1.02,1.0182,0.9821,
2011-06-27,1.01,1.0141,0.9861,
2011-06-24,1.02,1.0153,0.9849,
2011-06-23,1.02,1.0205,0.9799,
2011-06-22,1.03,1.0282,0.9726,
2011-06-21,1.03,1.0284,0.9724,
2011-06-20,1.02,1.0220,0.9785,
2011-06-17,1.02,1.0207,0.9797,
2011-06-16,1.02,1.0160,0.9843,
2011-06-15,1.02,1.0225,0.9780,
2011-06-14,1.03,1.0324,0.9686,
2011-06-13,1.02,1.0226,0.9779,
2011-06-10,1.02,1.0238,0.9768,
2011-06-09,1.03,1.0275,0.9732,
2011-06-08,1.02,1.0225,0.9780,
2011-06-07,1.03,1.0262,0.9745,
2011-06-06,1.02,1.0220,0.9785,
2011-06-03,1.02,1.0235,0.9770,
2011-06-02,1.02,1.0211,0.9793,
2011-06-01,1.03,1.0294,0.9714,
2011-05-31,1.03,1.0322,0.9688,
2011-05-30,1.02,1.0241,0.9765,
2011-05-27,1.02,1.0234,0.9771,
2011-05-26,1.02,1.0195,0.9809,
2011-05-25,1.02,1.0241,0.9765,
2011-05-24,1.02,1.0231,0.9774,
2011-05-23,Bank holiday,Bank holiday,Bank holiday,
2011-05-20,1.03,1.0272,0.9735,
2011-05-19,1.03,1.0308,0.9701,
2011-05-18,1.03,1.0285,0.9723,
2011-05-17,1.02,1.0232,0.9773,
2011-05-16,1.03,1.0306,0.9703,
2011-05-13,1.03,1.0300,0.9709,
2011-05-12,1.04,1.0354,0.9658,
2011-05-11,1.04,1.0436,0.9582,
2011-05-10,1.04,1.0406,0.9610,
2011-05-09,1.04,1.0351,0.9661,
2011-05-06,1.04,1.0398,0.9617,
2011-05-05,1.03,1.0342,0.9669,
2011-05-04,1.04,1.0438,0.9580,
2011-05-03,1.05,1.0537,0.9490,
2011-05-02,1.05,1.0535,0.9492,
2011-04-29,1.05,1.0542,0.9486,
2011-04-28,1.05,1.0514,0.9511,
2011-04-27,1.05,1.0472,0.9549,
2011-04-26,1.05,1.0519,0.9507,
2011-04-25,1.05,1.0481,0.9541,
2011-04-22,Bank holiday,Bank holiday,Bank holiday,
2011-04-21,1.05,1.0505,0.9519,
2011-04-20,1.05,1.0500,0.9524,
2011-04-19,1.04,1.0448,0.9571,
2011-04-18,1.03,1.0319,0.9691,
2011-04-15,1.04,1.0400,0.9615,
2011-04-14,1.04,1.0389,0.9626,
2011-04-13,1.04,1.0373,0.9640,
2011-04-12,1.04,1.0390,0.9625,
2011-04-11,1.05,1.0474,0.9547,
2011-04-08,1.05,1.0454,0.9566,
2011-04-07,1.04,1.0424,0.9593,
2011-04-06,1.04,1.0430,0.9588,
2011-04-05,1.04,1.0378,0.9636,
2011-04-04,1.03,1.0332,0.9679,
2011-04-01,1.04,1.0385,0.9629,
2011-03-31,1.03,1.0290,0.9718,
2011-03-30,1.03,1.0294,0.9714,
2011-03-29,1.02,1.0245,0.9761,
2011-03-28,1.02,1.0248,0.9758,
2011-03-25,1.02,1.0227,0.9778,
2011-03-24,1.03,1.0259,0.9748,
2011-03-23,1.02,1.0182,0.9821,
2011-03-22,1.02,1.0238,0.9768,
2011-03-21,1.02,1.0231,0.9774,
2011-03-18,1.02,1.0158,0.9844,
2011-03-17,1.01,1.0116,0.9885,
2011-03-16,1.01,1.0083,0.9918,
2011-03-15,1.02,1.0173,0.9830,
2011-03-14,1.02,1.0247,0.9759,
2011-03-11,1.03,1.0273,0.9734,
2011-03-10,1.03,1.0276,0.9731,
2011-03-09,1.03,1.0324,0.9686,
2011-03-08,1.03,1.0295,0.9713,
2011-03-07,1.03,1.0269,0.9738,
2011-03-04,1.03,1.0294,0.9714,
2011-03-03,1.03,1.0260,0.9747,
2011-03-02,1.03,1.0273,0.9734,
2011-03-01,1.03,1.0264,0.9743,
2011-02-28,1.03,1.0268,0.9739,
2011-02-25,1.02,1.0195,0.9809,
2011-02-24,1.02,1.0161,0.9842,
2011-02-23,1.01,1.0077,0.9924,
2011-02-22,1.01,1.0143,0.9859,
2011-02-21,1.02,1.0165,0.9838,
2011-02-18,1.02,1.0173,0.9830,
2011-02-17,1.02,1.0164,0.9839,
2011-02-16,1.01,1.0147,0.9855,
2011-02-15,1.01,1.0114,0.9887,
2011-02-14,1.01,1.0116,0.9885,
2011-02-11,1.01,1.0098,0.9903,
2011-02-10,1.00,1.0045,0.9955,
2011-02-09,1.01,1.0053,0.9947,
2011-02-08,1.01,1.0095,0.9906,
2011-02-07,1.01,1.0115,0.9886,
2011-02-04,1.01,1.0100,0.9901,
2011-02-03,1.01,1.0100,0.9901,
2011-02-02,1.01,1.0118,0.9883,
2011-02-01,1.01,1.0079,0.9922,
2011-01-31,1.00,0.9978,1.0022,
2011-01-28,1.00,1.0010,0.9990,
2011-01-27,1.01,1.0059,0.9941,
2011-01-26,1.00,1.0047,0.9953,
2011-01-25,1.00,1.0014,0.9986,
2011-01-24,1.01,1.0066,0.9934,
2011-01-21,1.01,1.0055,0.9945,
2011-01-20,1.00,0.9999,1.0001,
2011-01-19,1.01,1.0061,0.9939,
2011-01-18,1.01,1.0090,0.9911,
2011-01-17,1.01,1.0140,0.9862,
2011-01-14,1.01,1.0097,0.9904,
2011-01-13,1.01,1.0134,0.9868,
2011-01-12,1.01,1.0138,0.9864,
2011-01-11,1.01,1.0098,0.9903,
2011-01-10,1.01,1.0076,0.9925,
2011-01-07,1.01,1.0066,0.9934,
2011-01-06,1.00,1.0046,0.9954,
2011-01-05,1.01,1.0053,0.9947,
2011-01-04,1.00,1.0014,0.9986,
2011-01-03,Bank holiday,Bank holiday,Bank holiday,
2010-12-31,1.01,1.0054,0.9946,
2010-12-30,1.00,0.9991,1.0009,
2010-12-29,1.00,0.9997,1.0003,
2010-12-28,Bank holiday,Bank holiday,Bank holiday,
2010-12-27,Bank holiday,Bank holiday,Bank holiday,
2010-12-24,0.99,0.9936,1.0064,
2010-12-23,0.99,0.9906,1.0095,
2010-12-22,0.99,0.9854,1.0148,
2010-12-21,0.98,0.9828,1.0175,
2010-12-20,0.98,0.9825,1.0178,
2010-12-17,0.99,0.9878,1.0124,
2010-12-16,0.99,0.9944,1.0056,
2010-12-15,1.00,0.9965,1.0035,
2010-12-14,1.00,0.9959,1.0041,
2010-12-13,1.00,0.9954,1.0046,
2010-12-10,0.99,0.9908,1.0093,
2010-12-09,0.99,0.9903,1.0098,
2010-12-08,0.99,0.9902,1.0099,
2010-12-07,0.99,0.9908,1.0093,
2010-12-06,0.99,0.9942,1.0058,
2010-12-03,0.99,0.9940,1.0060,
2010-12-02,1.00,0.9954,1.0046,
2010-12-01,0.98,0.9843,1.0160,
2010-11-30,0.97,0.9743,1.0264,
2010-11-29,0.98,0.9778,1.0227,
2010-11-26,0.98,0.9813,1.0191,
2010-11-25,0.99,0.9918,1.0083,
2010-11-24,0.99,0.9893,1.0108,
2010-11-23,0.98,0.9761,1.0245,
2010-11-22,0.98,0.9816,1.0187,
2010-11-19,0.98,0.9796,1.0208,
2010-11-18,0.98,0.9829,1.0174,
2010-11-17,0.98,0.9797,1.0207,
2010-11-16,0.98,0.9774,1.0231,
2010-11-15,0.99,0.9935,1.0065,
2010-11-12,0.99,0.9921,1.0080,
2010-11-11,Bank holiday,Bank holiday,Bank holiday,
2010-11-10,1.00,0.9983,1.0017,
2010-11-09,1.00,0.9987,1.0013,
2010-11-08,1.00,0.9978,1.0022,
2010-11-05,1.00,0.9985,1.0015,
2010-11-04,1.00,0.9976,1.0024,
2010-11-03,0.99,0.9909,1.0092,
2010-11-02,0.99,0.9902,1.0099,
2010-11-01,0.99,0.9866,1.0136,
2010-10-29,0.98,0.9815,1.0188,
2010-10-28,0.98,0.9802,1.0202,
2010-10-27,0.97,0.9690,1.0320,
2010-10-26,0.98,0.9782,1.0223,
2010-10-25,0.98,0.9806,1.0198,
2010-10-22,0.97,0.9744,1.0263,
2010-10-21,0.98,0.9772,1.0233,
2010-10-20,0.98,0.9761,1.0245,
2010-10-19,0.97,0.9711,1.0298,
2010-10-18,0.99,0.9853,1.0149,
2010-10-15,0.99,0.9893,1.0108,
2010-10-14,1.00,0.9964,1.0036,
2010-10-13,1.00,0.9970,1.0030,
2010-10-12,0.99,0.9891,1.0110,
2010-10-11,Bank holiday,Bank holiday,Bank holiday,
2010-10-08,0.99,0.9866,1.0136,
2010-10-07,0.98,0.9837,1.0166,
2010-10-06,0.99,0.9928,1.0073,
2010-10-05,0.98,0.9835,1.0168,
2010-10-04,0.98,0.9771,1.0234,
2010-10-01,0.98,0.9790,1.0215,
2010-09-30,0.97,0.9711,1.0298,
2010-09-29,0.97,0.9709,1.0300,
2010-09-28,0.97,0.9703,1.0306,
2010-09-27,0.97,0.9747,1.0260,
2010-09-24,0.97,0.9744,1.0263,
2010-09-23,0.97,0.9699,1.0310,
2010-09-22,0.97,0.9683,1.0327,
2010-09-21,0.97,0.9695,1.0315,
2010-09-20,0.97,0.9727,1.0281,
2010-09-17,0.97,0.9680,1.0331,
2010-09-16,0.97,0.9733,1.0274,
2010-09-15,0.97,0.9726,1.0282,
2010-09-14,0.98,0.9783,1.0222,
2010-09-13,0.97,0.9729,1.0279,
2010-09-10,0.97,0.9654,1.0358,
2010-09-09,0.97,0.9682,1.0328,
2010-09-08,0.97,0.9653,1.0359,
2010-09-07,0.96,0.9590,1.0427,
2010-09-06,Bank holiday,Bank holiday,Bank holiday,
2010-09-03,0.96,0.9605,1.0411,
2010-09-02,0.95,0.9506,1.0520,
2010-09-01,0.95,0.9527,1.0497,
2010-08-31,0.94,0.9399,1.0639,
2010-08-30,0.95,0.9468,1.0562,
2010-08-27,0.95,0.9482,1.0546,
2010-08-26,0.95,0.9482,1.0546,
2010-08-25,0.94,0.9397,1.0642,
2010-08-24,0.95,0.9467,1.0563,
2010-08-23,0.95,0.9511,1.0514,
2010-08-20,0.95,0.9524,1.0500,
2010-08-19,0.96,0.9616,1.0399,
2010-08-18,0.97,0.9719,1.0289,
2010-08-17,0.97,0.9697,1.0312,
2010-08-16,0.96,0.9586,1.0432,
2010-08-13,0.96,0.9614,1.0402,
2010-08-12,0.96,0.9584,1.0434,
2010-08-11,0.96,0.9564,1.0456,
2010-08-10,0.97,0.9664,1.0348,
2010-08-09,0.97,0.9741,1.0266,
2010-08-06,0.97,0.9734,1.0273,
2010-08-05,0.98,0.9844,1.0158,
2010-08-04,0.98,0.9818,1.0185,
2010-08-03,0.98,0.9780,1.0225,
2010-08-02,Bank holiday,Bank holiday,Bank holiday,
2010-07-30,0.97,0.9718,1.0290,
2010-07-29,0.96,0.9643,1.0370,
2010-07-28,0.97,0.9655,1.0357,
2010-07-27,0.97,0.9655,1.0357,
2010-07-26,0.97,0.9697,1.0312,
2010-07-23,0.96,0.9640,1.0373,
2010-07-22,0.96,0.9638,1.0376,
2010-07-21,0.96,0.9590,1.0427,
2010-07-20,0.95,0.9500,1.0526,
2010-07-19,0.95,0.9471,1.0559,
2010-07-16,0.95,0.9490,1.0537,
2010-07-15,0.96,0.9613,1.0403,
2010-07-14,0.97,0.9703,1.0306,
2010-07-13,0.97,0.9724,1.0284,
2010-07-12,0.96,0.9635,1.0379,
2010-07-09,0.97,0.9682,1.0328,
2010-07-08,0.96,0.9573,1.0446,
2010-07-07,0.95,0.9499,1.0527,
2010-07-06,0.95,0.9526,1.0498,
2010-07-05,0.94,0.9381,1.0660,
2010-07-02,0.94,0.9391,1.0649,
2010-07-01,Bank holiday,Bank holiday,Bank holiday,
2010-06-30,0.94,0.9429,1.0606,
2010-06-29,0.95,0.9498,1.0529,
2010-06-28,0.97,0.9674,1.0337,
2010-06-25,0.96,0.9643,1.0370,
2010-06-24,0.96,0.9586,1.0432,
2010-06-23,0.96,0.9584,1.0434,
2010-06-22,0.98,0.9803,1.0201,
2010-06-21,0.98,0.9805,1.0199,
2010-06-18,0.98,0.9768,1.0238,
2010-06-17,0.97,0.9724,1.0284,
2010-06-16,0.98,0.9769,1.0236,
2010-06-15,0.97,0.9720,1.0288,
2010-06-14,0.98,0.9753,1.0253,
2010-06-11,0.97,0.9678,1.0333,
2010-06-10,0.97,0.9674,1.0337,
2010-06-09,0.96,0.9620,1.0395,
2010-06-08,0.95,0.9508,1.0518,
2010-06-07,0.95,0.9488,1.0540,
2010-06-04,0.95,0.9509,1.0516,
2010-06-03,0.96,0.9601,1.0416,
2010-06-02,0.96,0.9612,1.0404,
2010-06-01,0.95,0.9543,1.0479,
2010-05-31,0.96,0.9558,1.0462,
2010-05-28,0.95,0.9525,1.0499,
2010-05-27,0.95,0.9527,1.0496,
2010-05-26,0.94,0.9389,1.0651,
2010-05-25,0.93,0.9278,1.0778,
2010-05-24,Bank holiday,Bank holiday,Bank holiday,
2010-05-21,0.95,0.9461,1.0570,
2010-05-20,0.94,0.9382,1.0659,
2010-05-19,0.95,0.9510,1.0515,
2010-05-18,0.97,0.9681,1.0330,
2010-05-17,0.96,0.9611,1.0405,
2010-05-14,0.97,0.9667,1.0344,
2010-05-13,0.99,0.9853,1.0149,
2010-05-12,0.98,0.9803,1.0201,
2010-05-11,0.98,0.9809,1.0195,
2010-05-10,0.98,0.9760,1.0246,
2010-05-07,0.96,0.9587,1.0431,
2010-05-06,0.96,0.9581,1.0437,
2010-05-05,0.97,0.9741,1.0266,
2010-05-04,0.98,0.9789,1.0216,
2010-05-03,0.99,0.9868,1.0134,
2010-04-30,0.99,0.9885,1.0116,
2010-04-29,0.99,0.9946,1.0054,
2010-04-28,0.99,0.9874,1.0128,
2010-04-27,0.98,0.9830,1.0173,
2010-04-26,1.00,0.9991,1.0009,
2010-04-23,1.00,0.9973,1.0027,
2010-04-22,1.00,0.9987,1.0013,
2010-04-21,1.00,1.0016,0.9984,
2010-04-20,1.00,1.0014,0.9986,
2010-04-19,0.98,0.9803,1.0201,
2010-04-16,0.99,0.9854,1.0148,
2010-04-15,1.00,0.9986,1.0014,
2010-04-14,1.00,1.0039,0.9961,
2010-04-13,1.00,0.9972,1.0028,
2010-04-12,1.00,0.9985,1.0015,
2010-04-09,0.99,0.9945,1.0055,
2010-04-08,1.00,0.9980,1.0020,
2010-04-07,1.00,0.9970,1.0030,
2010-04-06,1.00,0.9999,1.0001,
2010-04-05,1.00,0.9975,1.0025,
2010-04-02,Bank holiday,Bank holiday,Bank holiday,
2010-04-01,0.99,0.9926,1.0075,
2010-03-31,0.98,0.9846,1.0156,
2010-03-30,0.98,0.9815,1.0188,
2010-03-29,0.98,0.9801,1.0203,
2010-03-26,0.97,0.9723,1.0285,
2010-03-25,0.98,0.9815,1.0188,
2010-03-24,0.97,0.9740,1.0267,
2010-03-23,0.98,0.9825,1.0178,
2010-03-22,0.98,0.9811,1.0193,
